Date,Close,spot,strike,dte,T,sigma,r,option_type,return_1d,return_5d,realized_vol_20d
1999-05-28,44.1171,44.1171,44.0,30,0.0821917808219178,0.3321317466391117,0.03,call,0.016715139726860784,-0.015917663565369278,0.3321317466391117
1999-06-01,43.1355,43.1355,43.0,30,0.0821917808219178,0.34013346529689054,0.03,call,-0.02224987589846117,-0.012655533276567765,0.34013346529689054
1999-06-02,43.8637,43.8637,44.0,30,0.0821917808219178,0.34265101403957576,0.03,call,0.01688168677771218,0.03804175481941119,0.34265101403957576
1999-06-03,43.2402,43.2402,43.0,30,0.0821917808219178,0.32550652022785054,0.03,call,-0.01421448714996687,-0.004553616649016989,0.32550652022785054
1999-06-04,44.5647,44.5647,45.0,30,0.0821917808219178,0.3210265138150284,0.03,call,0.03063121817197878,0.02703045275835514,0.3210265138150284
1999-06-07,45.4925,45.4925,45.0,30,0.0821917808219178,0.32551568350734256,0.03,call,0.020819168534736976,0.031176119917220246,0.32551568350734256
1999-06-08,44.3473,44.3473,44.0,30,0.0821917808219178,0.3361519742877758,0.03,call,-0.025173380227510034,0.028092870141762427,0.3361519742877758
1999-06-09,45.0904,45.0904,45.0,30,0.0821917808219178,0.3368999736234222,0.03,call,0.016756375247196642,0.027966177043888152,0.3368999736234222
1999-06-10,44.5811,44.5811,45.0,30,0.0821917808219178,0.32869387418224916,0.03,call,-0.011295087202597531,0.031010494863575877,0.32869387418224916
1999-06-11,43.901,43.901,44.0,30,0.0821917808219178,0.32669278601593016,0.03,call,-0.015255343632166851,-0.014892953391361319,0.32669278601593016
1999-06-14,43.0729,43.0729,43.0,30,0.0821917808219178,0.32659395340645386,0.03,call,-0.018862896061593304,-0.05318678903115903,0.32659395340645386
1999-06-15,43.7139,43.7139,44.0,30,0.0821917808219178,0.32421168298016395,0.03,call,0.014881746991728173,-0.014282718451856025,0.32421168298016395
1999-06-16,45.9645,45.9645,46.0,30,0.0821917808219178,0.3762850015875088,0.03,call,0.05148476800285495,0.019385501126625515,0.3762850015875088
1999-06-17,46.4724,46.4724,46.0,30,0.0821917808219178,0.3751463988183839,0.03,call,0.011049831935515453,0.042423807398202396,0.3751463988183839
1999-06-18,46.6799,46.6799,47.0,30,0.0821917808219178,0.3605357238514208,0.03,call,0.0044650157943209035,0.06329924147513721,0.3605357238514208
1999-06-21,48.0828,48.0828,48.0,30,0.0821917808219178,0.3714824426568808,0.03,call,0.030053620509041368,0.11631211272052733,0.3714824426568808
1999-06-22,46.6369,46.6369,47.0,30,0.0821917808219178,0.3765983032785394,0.03,call,-0.03007104411556738,0.06686660307133407,0.3765983032785394
1999-06-23,47.3641,47.3641,47.0,30,0.0821917808219178,0.3531388307520323,0.03,call,0.015592803123706922,0.03044958609361581,0.3531388307520323
1999-06-24,46.4294,46.4294,46.0,30,0.0821917808219178,0.3542952726187791,0.03,call,-0.019734355767342726,-0.0009252803814737698,0.3542952726187791
1999-06-25,46.3679,46.3679,46.0,30,0.0821917808219178,0.3543417606599979,0.03,call,-0.0013245917457473944,-0.00668381894562764,0.3543417606599979
1999-06-28,47.4652,47.4652,47.0,30,0.0821917808219178,0.35859778959727084,0.03,call,0.023665078642768123,-0.012844509887111277,0.35859778959727084
1999-06-29,48.1169,48.1169,48.0,30,0.0821917808219178,0.3463252168363006,0.03,call,0.013730059074859025,0.03173452780952424,0.3463252168363006
1999-06-30,48.8601,48.8601,49.0,30,0.0821917808219178,0.34574754988020784,0.03,call,0.01544571657775129,0.031585103485551436,0.34574754988020784
1999-07-01,49.1891,49.1891,49.0,30,0.0821917808219178,0.33770135398453266,0.03,call,0.006733510574067569,0.05943863155672924,0.33770135398453266
1999-07-02,49.8145,49.8145,50.0,30,0.0821917808219178,0.32665503296449133,0.03,call,0.012714198877393557,0.07433159578070181,0.32665503296449133
1999-07-06,49.4915,49.4915,49.0,30,0.0821917808219178,0.32435617569268405,0.03,call,-0.0064840558471931375,0.04269022357432384,0.32435617569268405
1999-07-07,49.5737,49.5737,50.0,30,0.0821917808219178,0.30531281940119603,0.03,call,0.0016608912641564721,0.030276264680392906,0.30531281940119603
1999-07-08,50.2343,50.2343,50.0,30,0.0821917808219178,0.30391367118475354,0.03,call,0.013325614186554535,0.028125198270163132,0.30391367118475354
1999-07-09,50.7386,50.7386,51.0,30,0.0821917808219178,0.2975625902939536,0.03,call,0.010038957445410723,0.03150088129280659,0.2975625902939536
1999-07-12,50.4744,50.4744,50.0,30,0.0821917808219178,0.2897852696470693,0.03,call,-0.005207080999475644,0.013247146915054797,0.2897852696470693
1999-07-13,50.2343,50.2343,50.0,30,0.0821917808219178,0.2770309876302705,0.03,call,-0.004756866847352437,0.015008637846902984,0.2770309876302705
1999-07-14,51.0942,51.0942,51.0,30,0.0821917808219178,0.2778946999510996,0.03,call,0.01711778605454839,0.030671505253793807,0.2778946999510996
1999-07-15,51.555,51.555,52.0,30,0.0821917808219178,0.22568894181853852,0.03,call,0.009018636166140181,0.026290801305084432,0.22568894181853852
1999-07-16,52.0386,52.0386,52.0,30,0.0821917808219178,0.22525631738583113,0.03,call,0.009380273494326463,0.025621518922477327,0.22525631738583113
1999-07-19,51.5051,51.5051,52.0,30,0.0821917808219178,0.23233209555122433,0.03,call,-0.010252005242262552,0.020420252642923797,0.23233209555122433
1999-07-20,49.517,49.517,50.0,30,0.0821917808219178,0.2603827590185722,0.03,call,-0.03860006096483637,-0.014279088192728717,0.2603827590185722
1999-07-21,49.753,49.753,50.0,30,0.0821917808219178,0.23199984902695409,0.03,call,0.0047660399458770986,-0.026249554743982717,0.23199984902695409
1999-07-22,48.493,48.493,48.0,30,0.0821917808219178,0.2482382867722548,0.03,call,-0.02532510602375737,-0.05939288138880805,0.2482382867722548
1999-07-23,48.5644,48.5644,49.0,30,0.0821917808219178,0.235496609353461,0.03,call,0.0014723774565401637,-0.0667619805298375,0.235496609353461
1999-07-26,47.3729,47.3729,47.0,30,0.0821917808219178,0.2539926140188586,0.03,call,-0.024534432629662817,-0.08022894820124604,0.2539926140188586
1999-07-27,48.3225,48.3225,48.0,30,0.0821917808219178,0.2500395631972442,0.03,call,0.02004521572460205,-0.02412302845487413,0.2500395631972442
1999-07-28,49.2703,49.2703,49.0,30,0.0821917808219178,0.25483458860992686,0.03,call,0.01961405142531958,-0.009701927521958531,0.25483458860992686
1999-07-29,48.2218,48.2218,48.0,30,0.0821917808219178,0.26108105531950143,0.03,call,-0.021280568618417095,-0.005592559750891901,0.26108105531950143
1999-07-30,47.986,47.986,48.0,30,0.0821917808219178,0.26005157853425526,0.03,call,-0.004889904565984815,-0.011909958735205284,0.26005157853425526
1999-08-02,47.849,47.849,48.0,30,0.0821917808219178,0.2548965546751745,0.03,call,-0.0028549993748177016,0.010050049711965992,0.2548965546751745
1999-08-03,47.5385,47.5385,48.0,30,0.0821917808219178,0.2548977770809303,0.03,call,-0.006489163827875122,-0.01622432614206626,0.2548977770809303
1999-08-04,46.6799,46.6799,47.0,30,0.0821917808219178,0.260801453798715,0.03,call,-0.018061150435962348,-0.05257528369017428,0.260801453798715
1999-08-05,47.4193,47.4193,47.0,30,0.0821917808219178,0.263015973430298,0.03,call,0.015839794001272445,-0.016641850781181966,0.263015973430298
1999-08-06,46.9102,46.9102,47.0,30,0.0821917808219178,0.25994027430274613,0.03,call,-0.010736134864917757,-0.02241903888634167,0.25994027430274613
1999-08-09,46.3078,46.3078,46.0,30,0.0821917808219178,0.26189882560665306,0.03,call,-0.012841556846911795,-0.03220965955401356,0.26189882560665306
1999-08-10,45.8959,45.8959,46.0,30,0.0821917808219178,0.26243348793189714,0.03,call,-0.008894829812688188,-0.034553046478117744,0.26243348793189714
1999-08-11,47.3928,47.3928,47.0,30,0.0821917808219178,0.28413546940468,0.03,call,0.03261511376833237,0.015272097840826504,0.28413546940468
1999-08-12,46.8397,46.8397,47.0,30,0.0821917808219178,0.28142647620945804,0.03,call,-0.011670549112945405,-0.012222871278150471,0.28142647620945804
1999-08-13,48.8835,48.8835,49.0,30,0.0821917808219178,0.32667888677558926,0.03,call,0.04363392592181414,0.04206547829683083,0.32667888677558926
1999-08-16,49.2703,49.2703,49.0,30,0.0821917808219178,0.3276350562571936,0.03,call,0.007912690376098208,0.06397410371470902,0.3276350562571936
1999-08-17,49.517,49.517,50.0,30,0.0821917808219178,0.29830217150818406,0.03,call,0.005007073226670045,0.07889811508217526,0.29830217150818406
1999-08-18,48.9658,48.9658,49.0,30,0.0821917808219178,0.30038130650516154,0.03,call,-0.011131530585455574,0.03319069563309185,0.30038130650516154
1999-08-19,48.3774,48.3774,48.0,30,0.0821917808219178,0.2893821671358193,0.03,call,-0.012016550326962916,0.0328289890840463,0.2893821671358193
1999-08-20,49.1449,49.1449,49.0,30,0.0821917808219178,0.2947881631099014,0.03,call,0.01586484598180138,0.0053474076119754965,0.2947881631099014
1999-08-23,50.7102,50.7102,51.0,30,0.0821917808219178,0.29854906857669145,0.03,call,0.0318507108570778,0.02922450238784835,0.29854906857669145
1999-08-24,51.0566,51.0566,51.0,30,0.0821917808219178,0.29250431486901773,0.03,call,0.006830972861475715,0.031092352121493638,0.29250431486901773
1999-08-25,52.1423,52.1423,52.0,30,0.0821917808219178,0.29380988248705014,0.03,call,0.021264635718007074,0.06487180848673968,0.29380988248705014
1999-08-26,51.269,51.269,51.0,30,0.0821917808219178,0.2892477977190156,0.03,call,-0.016748398133569098,0.05977171158433481,0.2892477977190156
1999-08-27,50.7631,50.7631,51.0,30,0.0821917808219178,0.2916296683911194,0.03,call,-0.009867561294349403,0.032927119599388766,0.2916296683911194
1999-08-30,50.0475,50.0475,50.0,30,0.0821917808219178,0.29728586717484334,0.03,call,-0.014096853817044286,-0.01306837677626993,0.29728586717484334
1999-08-31,50.5996,50.5996,51.0,30,0.0821917808219178,0.29683206345476837,0.03,call,0.011031520055946986,-0.008950850624600992,0.29683206345476837
1999-09-01,50.9656,50.9656,51.0,30,0.0821917808219178,0.28608631589126626,0.03,call,0.007233258760938721,-0.022567090442884075,0.28608631589126626
1999-09-02,50.7886,50.7886,51.0,30,0.0821917808219178,0.2841888439269423,0.03,call,-0.0034729307611408577,-0.009370184712009122,0.2841888439269423
1999-09-03,53.1203,53.1203,53.0,30,0.0821917808219178,0.31570502778214743,0.03,call,0.045909908916567765,0.046435304384484066,0.31570502778214743
1999-09-07,52.8884,52.8884,53.0,30,0.0821917808219178,0.310232195103603,0.03,call,-0.004365562694487846,0.05676407412957696,0.310232195103603
1999-09-08,52.161,52.161,52.0,30,0.0821917808219178,0.3139585611574027,0.03,call,-0.013753488477624476,0.030857951446256582,0.3139585611574027
1999-09-09,52.9031,52.9031,53.0,30,0.0821917808219178,0.3002361505879786,0.03,call,0.014227104541707503,0.038015838133957036,0.3002361505879786
1999-09-10,53.5208,53.5208,54.0,30,0.0821917808219178,0.29370568575869516,0.03,call,0.0116760643516165,0.05379553679368998,0.29370568575869516
1999-09-13,52.8787,52.8787,53.0,30,0.0821917808219178,0.2664121117053768,0.03,call,-0.011997204825039964,-0.00454816708489969,0.2664121117053768
1999-09-14,53.1645,53.1645,53.0,30,0.0821917808219178,0.26608060683497486,0.03,call,0.0054048227358085565,0.005220426407303025,0.26608060683497486
1999-09-15,52.1423,52.1423,52.0,30,0.0821917808219178,0.27841424277480015,0.03,call,-0.019227115838576503,-0.00035850539675241766,0.27841424277480015
1999-09-16,52.116,52.116,52.0,30,0.0821917808219178,0.2739154994717728,0.03,call,-0.0005043889510052413,-0.014878145137052545,0.2739154994717728
1999-09-17,53.6744,53.6744,54.0,30,0.0821917808219178,0.28316286161404436,0.03,call,0.029902525136234592,0.002869912258411711,0.28316286161404436
1999-09-20,53.8065,53.8065,54.0,30,0.0821917808219178,0.2805516815762212,0.03,call,0.002461136035055933,0.017545817124853702,0.2805516815762212
1999-09-21,52.5125,52.5125,53.0,30,0.0821917808219178,0.27893412592142675,0.03,call,-0.024049139044539203,-0.012263822663619361,0.27893412592142675
1999-09-22,53.0654,53.0654,53.0,30,0.0821917808219178,0.2801087881130023,0.03,call,0.010528921685312831,0.017703476831670173,0.2801087881130023
1999-09-23,50.8659,50.8659,51.0,30,0.0821917808219178,0.3099970917511375,0.03,call,-0.04144885367866813,-0.02398687543172917,0.3099970917511375
1999-09-24,50.9395,50.9395,51.0,30,0.0821917808219178,0.30446106268146805,0.03,call,0.001446941860853812,-0.050953527193596915,0.30446106268146805
1999-09-27,51.2977,51.2977,51.0,30,0.0821917808219178,0.3032126666306925,0.03,call,0.007031871141255808,-0.04662633696672336,0.3032126666306925
1999-09-28,51.5307,51.5307,52.0,30,0.0821917808219178,0.2983302092397519,0.03,call,0.004542113973921014,-0.01869650083313501,0.2983302092397519
1999-09-29,50.4909,50.4909,50.0,30,0.0821917808219178,0.30576082767631846,0.03,call,-0.02017826266672096,-0.04851560527198506,0.30576082767631846
1999-09-30,51.0275,51.0275,51.0,30,0.0821917808219178,0.30705047108684586,0.03,call,0.01062765765712248,0.003176981042309235,0.30705047108684586
1999-10-01,51.0471,51.0471,51.0,30,0.0821917808219178,0.30673726771762144,0.03,call,0.00038410660918120065,0.0021123097007234026,0.30673726771762144
1999-10-04,52.1893,52.1893,52.0,30,0.0821917808219178,0.2695826184624477,0.03,call,0.022375414078370737,0.01738089621951877,0.2695826184624477
1999-10-05,52.5642,52.5642,53.0,30,0.0821917808219178,0.27064079656088763,0.03,call,0.007183464809836337,0.020056005449178738,0.27064079656088763
1999-10-06,53.6205,53.6205,54.0,30,0.0821917808219178,0.2747452059641916,0.03,call,0.020095426164575825,0.06198344652204657,0.2747452059641916
1999-10-07,53.4943,53.4943,53.0,30,0.0821917808219178,0.2708538899147518,0.03,call,-0.0023535774563832046,0.04834256038410656,0.2708538899147518
1999-10-08,54.057,54.057,54.0,30,0.0821917808219178,0.27026215314097723,0.03,call,0.010518877712204944,0.05896319281604634,0.27026215314097723
1999-10-11,54.8169,54.8169,55.0,30,0.0821917808219178,0.26993140870568844,0.03,call,0.014057383872578821,0.050347485020875826,0.26993140870568844
1999-10-12,53.5676,53.5676,54.0,30,0.0821917808219178,0.2833516997563932,0.03,call,-0.02279041682400862,0.01908903778617388,0.2833516997563932
1999-10-13,51.9838,51.9838,52.0,30,0.0821917808219178,0.29504885028307654,0.03,call,-0.029566379677267496,-0.030523773556755285,0.29504885028307654
1999-10-14,52.3069,52.3069,52.0,30,0.0821917808219178,0.29585556546889136,0.03,call,0.006215397873952977,-0.02219675741153737,0.29585556546889136
1999-10-15,50.7631,50.7631,51.0,30,0.0821917808219178,0.29229059496111476,0.03,call,-0.029514270583804403,-0.06093382910631373,0.29229059496111476
1999-10-18,50.1191,50.1191,50.0,30,0.0821917808219178,0.2937388986288258,0.03,call,-0.012686380461398139,-0.08569984803956432,0.2937388986288258
1999-10-19,50.396,50.396,50.0,30,0.0821917808219178,0.2847582364125158,0.03,call,0.0055248398315213,-0.059207431357760965,0.2847582364125158
1999-10-20,51.9311,51.9311,52.0,30,0.0821917808219178,0.3044084419536769,0.03,call,0.030460750853242402,-0.0010137773691034635,0.3044084419536769
1999-10-21,52.7806,52.7806,53.0,30,0.0821917808219178,0.2694384636069134,0.03,call,0.01635821309388774,0.009056166586052683,0.2694384636069134
1999-10-22,52.538,52.538,53.0,30,0.0821917808219178,0.2704510694260506,0.03,call,-0.004596385793265045,0.034964373728160636,0.2704510694260506
1999-10-25,52.5642,52.5642,53.0,30,0.0821917808219178,0.2697311117542005,0.03,call,0.0004986866648901689,0.04878579224287738,0.2697311117542005
1999-10-26,52.1423,52.1423,52.0,30,0.0821917808219178,0.27144728816200836,0.03,call,-0.008026375365743244,0.034651559647591146,0.27144728816200836
1999-10-27,52.0652,52.0652,52.0,30,0.0821917808219178,0.2602281133382973,0.03,call,-0.001478645936216827,0.0025822676584936755,0.2602281133382973
1999-10-28,53.8596,53.8596,54.0,30,0.0821917808219178,0.28380524667392637,0.03,call,0.034464479153061944,0.020443117357513918,0.28380524667392637
1999-10-29,55.7448,55.7448,56.0,30,0.0821917808219178,0.30557359034135156,0.03,call,0.03500211661430819,0.06103772507518368,0.30557359034135156
1999-11-01,55.4521,55.4521,55.0,30,0.0821917808219178,0.29992661997926295,0.03,call,-0.005250713967939524,0.05494043474456012,0.29992661997926295
1999-11-02,55.4854,55.4854,55.0,30,0.0821917808219178,0.29967886130453136,0.03,call,0.0006005182851505086,0.06411493163899551,0.29967886130453136
1999-11-03,56.5916,56.5916,57.0,30,0.0821917808219178,0.29955846452364665,0.03,call,0.019936776160936143,0.08693714803746078,0.29955846452364665
1999-11-04,57.2278,57.2278,57.0,30,0.0821917808219178,0.30030128694993913,0.03,call,0.011241951102283876,0.06253666941455194,0.30030128694993913
1999-11-05,57.8154,57.8154,58.0,30,0.0821917808219178,0.3002252858488706,0.03,call,0.010267737008936129,0.03714427175270152,0.3002252858488706
1999-11-08,58.9773,58.9773,59.0,30,0.0821917808219178,0.30377678582350504,0.03,call,0.020096721634720316,0.06357198374813566,0.30377678582350504
1999-11-09,58.5779,58.5779,59.0,30,0.0821917808219178,0.2901702168652987,0.03,call,-0.006772097061072624,0.05573538264119926,0.2901702168652987
1999-11-10,59.3455,59.3455,59.0,30,0.0821917808219178,0.2615795270413909,0.03,call,0.013103918030520134,0.04866269905781073,0.2615795270413909
1999-11-11,60.4114,60.4114,60.0,30,0.0821917808219178,0.26455355063142616,0.03,call,0.017960923743165047,0.05563030555079873,0.26455355063142616
1999-11-12,61.205,61.205,61.0,30,0.0821917808219178,0.22625461002731148,0.03,call,0.013136593424419862,0.058627978012778525,0.22625461002731148
1999-11-15,61.0761,61.0761,61.0,30,0.0821917808219178,0.2153533338107006,0.03,call,-0.002106037088473234,0.03558657313915692,0.2153533338107006
1999-11-17,61.7847,61.7847,62.0,30,0.0821917808219178,0.2147500018064786,0.03,call,0.011601919572467922,0.05474419533646646,0.2147500018064786
1999-11-18,63.675,63.675,64.0,30,0.0821917808219178,0.21491735879238785,0.03,call,0.030594953119461588,0.07295414142605572,0.21491735879238785
1999-11-19,64.249,64.249,64.0,30,0.0821917808219178,0.21376395266306072,0.03,call,0.009014526894385533,0.0635244341299821,0.21376395266306072
1999-11-22,63.263,63.263,63.0,30,0.0821917808219178,0.2265025203262598,0.03,call,-0.015346542358635862,0.033624703864063354,0.2265025203262598
1999-11-23,63.5596,63.5596,64.0,30,0.0821917808219178,0.2247938907030613,0.03,call,0.004688364446833182,0.0406623867601239,0.2247938907030613
1999-11-24,65.6603,65.6603,66.0,30,0.0821917808219178,0.22923079028725848,0.03,call,0.03305086879086727,0.06272750373474345,0.22923079028725848
1999-11-26,65.8669,65.8669,66.0,30,0.0821917808219178,0.2262755125004025,0.03,call,0.003146497959954475,0.03442324303101696,0.2262755125004025
1999-11-29,64.7754,64.7754,65.0,30,0.0821917808219178,0.2313027322877176,0.03,call,-0.01657129757131426,0.008193123628383425,0.2313027322877176
1999-11-30,62.3184,62.3184,62.0,30,0.0821917808219178,0.266334623087809,0.03,call,-0.03793106642336452,-0.014931318464189158,0.266334623087809
1999-12-01,63.6662,63.6662,64.0,30,0.0821917808219178,0.2687242270668811,0.03,call,0.021627641274487353,0.0016771659985272969,0.2687242270668811
1999-12-02,65.6869,65.6869,66.0,30,0.0821917808219178,0.28122652165675976,0.03,call,0.031738976097206884,0.00040511541981969046,0.28122652165675976
1999-12-03,67.0799,67.0799,67.0,30,0.0821917808219178,0.2819392647643737,0.03,call,0.02120666373356017,0.0184159266642272,0.2819392647643737
1999-12-06,67.6937,67.6937,68.0,30,0.0821917808219178,0.281785639317368,0.03,call,0.00915028197716472,0.04505259712792209,0.281785639317368
1999-12-07,67.6937,67.6937,68.0,30,0.0821917808219178,0.2833242832910089,0.03,call,0.0,0.0862554237592752,0.2833242832910089
1999-12-08,66.8753,66.8753,67.0,30,0.0821917808219178,0.2881965173929845,0.03,call,-0.012089751335796595,0.0504050815032151,0.2881965173929845
1999-12-09,67.1854,67.1854,67.0,30,0.0821917808219178,0.28406457688239395,0.03,call,0.004636988544350462,0.02281276784259889,0.28406457688239395
